iid,sub_class,model,n_msgs,n_turns_extracted,tool_entropy_last10,n_tools_last10
sqlfluff__sqlfluff.50a1c4b6.func_pm_remove_loop__24ywzjqz,wandering,claude-3-7-sonnet-20250219,79,39,1.7609640474436812,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__t31halg2,wandering,claude-3-7-sonnet-20250219,99,49,2.046439344671015,10
alecthomas__voluptuous.a7a55f83.func_pm_op_swap__ik9k7pih,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
pallets__jinja.ada0a9a6.func_pm_class_rm_funcs__1u5cn2cb,wandering,claude-3-7-sonnet-20250219,43,21,1.5709505944546687,10
iterative__dvc.1d6ea681.func_pm_class_rm_funcs__91dh4wwm,wandering,claude-3-7-sonnet-20250219,69,34,1.7609640474436812,10
gweis__isodate.17cb25eb.func_pm_remove_cond__jrqid2si,wandering,claude-3-7-sonnet-20250219,65,32,1.3709505944546687,10
pydantic__pydantic.acb0f10f.func_pm_class_rm_funcs__m9eez0c3,locked,claude-3-7-sonnet-20250219,141,70,1.3609640474436813,10
marshmallow-code__marshmallow.9716fc62.func_pm_class_rm_base__uxflnl0d,success,claude-3-7-sonnet-20250219,31,15,2.1219280948873624,10
getnikola__nikola.0f4c230e.func_pm_remove_loop__y1mr2vit,locked,claude-3-7-sonnet-20250219,93,46,1.4854752972273344,10
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__9be4nqsk,success,claude-3-7-sonnet-20250219,33,16,1.4854752972273344,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_invert_if__cqri0qid,success,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
dask__dask.5f61e423.func_pm_op_swap__iev0lsag,locked,claude-3-7-sonnet-20250219,111,55,1.7609640474436812,10
marshmallow-code__marshmallow.9716fc62.func_pm_ctrl_shuffle__r6ppy4i5,success,claude-3-7-sonnet-20250219,51,25,1.7609640474436812,10
pallets__jinja.ada0a9a6.func_pm_ctrl_shuffle__09k2qtso,locked,claude-3-7-sonnet-20250219,153,76,1.3609640474436813,10
Project-MONAI__MONAI.a09c1f08.func_pm_remove_cond__z30cyn1p,wandering,claude-3-7-sonnet-20250219,97,48,1.7609640474436812,10
google__textfsm.c31b6007.func_pm_class_rm_base__tkuc43a1,success,claude-3-7-sonnet-20250219,41,20,1.8464393446710154,10
tobymao__sqlglot.036601ba.func_pm_remove_assign__7imid6yh,locked,claude-3-7-sonnet-20250219,69,34,1.7609640474436812,10
davidhalter__parso.338a5760.func_pm_remove_loop__60k457i4,success,claude-3-7-sonnet-20250219,69,34,1.5709505944546687,10
chardet__chardet.9630f238.func_pm_ctrl_invert_if__utfmnitt,success,claude-3-7-sonnet-20250219,45,22,2.1219280948873624,10
python-jsonschema__jsonschema.93e0caa5.func_pm_ctrl_shuffle__onshj3la,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
paramiko__paramiko.23f92003.func_pm_ctrl_invert_if__1gq9ick0,success,claude-3-7-sonnet-20250219,89,44,1.4854752972273344,10
marshmallow-code__marshmallow.9716fc62.func_pm_ctrl_shuffle__wwnqb4xv,success,claude-3-7-sonnet-20250219,31,15,2.1219280948873624,10
pyupio__safety.7654596b.func_pm_ctrl_shuffle__mep66b5y,success,claude-3-7-sonnet-20250219,43,21,1.9219280948873623,10
buriy__python-readability.40256f40.func_pm_op_swap__6qaf1vop,success,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
kayak__pypika.1c9646f0.func_pm_ctrl_shuffle__uak3fyjv,success,claude-3-7-sonnet-20250219,63,31,1.1567796494470395,10
paramiko__paramiko.23f92003.func_pm_ctrl_shuffle__et83uqwf,wandering,claude-3-7-sonnet-20250219,31,15,1.8464393446710154,10
mozilla__bleach.73871d76.func_pm_remove_assign__9d0pmwf2,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
pallets__jinja.ada0a9a6.func_pm_class_rm_base__1lfif61m,success,claude-3-7-sonnet-20250219,31,15,2.1219280948873624,10
pallets__jinja.ada0a9a6.func_pm_ctrl_invert_if__ys69mmi5,success,claude-3-7-sonnet-20250219,47,23,2.1219280948873624,10
pydata__patsy.a5d16484.func_pm_ctrl_invert_if__w9redq9r,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__xi3qyee9,success,claude-3-7-sonnet-20250219,37,18,2.1219280948873624,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__bhkvxwl4,success,claude-3-7-sonnet-20250219,57,28,2.2464393446710154,10
encode__starlette.db5063c2.func_pm_ctrl_shuffle__2neu2b83,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
paramiko__paramiko.23f92003.func_pm_remove_assign__da78b1ma,wandering,claude-3-7-sonnet-20250219,57,28,1.7609640474436812,10
paramiko__paramiko.23f92003.func_pm_class_rm_base__03mmr8n4,success,claude-3-7-sonnet-20250219,51,25,1.7609640474436812,10
Project-MONAI__MONAI.a09c1f08.func_pm_remove_assign__70jyz2gr,wandering,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_invert_if__vlhxhebh,locked,claude-3-7-sonnet-20250219,39,19,2.1219280948873624,10
python-jsonschema__jsonschema.93e0caa5.func_pm_remove_cond__6jzipmn5,locked,claude-3-7-sonnet-20250219,53,26,1.7609640474436812,10
pydata__patsy.a5d16484.func_pm_ctrl_invert_if__onrr8wpf,wandering,claude-3-7-sonnet-20250219,153,76,2.1709505944546685,10
adrienverge__yamllint.8513d9b9.func_pm_remove_wrapper__dzjnf5jf,wandering,claude-3-7-sonnet-20250219,41,20,1.5219280948873621,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_op_swap__yf8gvd96,success,claude-3-7-sonnet-20250219,91,45,1.5219280948873621,10
joke2k__faker.8b401a7d.func_pm_remove_loop__0feu29rk,locked,claude-3-7-sonnet-20250219,79,39,1.7609640474436812,10
pydata__patsy.a5d16484.func_pm_remove_assign__054a8ph4,success,claude-3-7-sonnet-20250219,91,45,2.246439344671016,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__dbe5ds32,wandering,claude-3-7-sonnet-20250219,95,47,1.7609640474436812,10
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__2ikptqob,success,claude-3-7-sonnet-20250219,27,13,1.7609640474436812,10
python-openxml__python-docx.0cf6d71f.func_pm_ctrl_shuffle__kx6tymco,success,claude-3-7-sonnet-20250219,39,19,1.9219280948873623,10
getnikola__nikola.0f4c230e.func_pm_op_swap__n90y1e2r,success,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
python-openxml__python-docx.0cf6d71f.func_pm_ctrl_shuffle__ld3czowj,success,claude-3-7-sonnet-20250219,37,18,1.4854752972273344,10
agronholm__typeguard.b6a7e438.func_pm_class_rm_funcs__kzrekxiq,success,claude-3-7-sonnet-20250219,33,16,1.5709505944546687,10
pydicom__pydicom.7d361b3d.func_pm_remove_loop__022rn9dx,locked,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
pallets__click.fde47b4b.func_pm_ctrl_shuffle__0wbwhup4,locked,claude-3-7-sonnet-20250219,47,23,1.1567796494470395,10
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__hsjzuinw,success,claude-3-7-sonnet-20250219,43,21,1.3709505944546687,10
python-openxml__python-docx.0cf6d71f.func_pm_ctrl_shuffle__tf88vy39,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
getmoto__moto.694ce1f4.func_pm_remove_cond__prqn8mtu,success,claude-3-7-sonnet-20250219,33,16,1.8464393446710154,10
marshmallow-code__marshmallow.9716fc62.func_pm_class_rm_base__rqdgvuhv,success,claude-3-7-sonnet-20250219,29,14,2.1219280948873624,10
oauthlib__oauthlib.1fd52536.func_pm_ctrl_shuffle__8k7oir2l,success,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
tweepy__tweepy.91a41c6e.func_pm_class_rm_funcs__1ed4jf6w,success,claude-3-7-sonnet-20250219,27,13,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_ctrl_shuffle__bc00zosy,success,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_op_change__0mrenwfq,success,claude-3-7-sonnet-20250219,71,35,1.9709505944546686,10
facebookresearch__fvcore.a491d5b9.func_pm_ctrl_shuffle__qktgu5i3,wandering,claude-3-7-sonnet-20250219,37,18,1.9219280948873623,10
marshmallow-code__marshmallow.9716fc62.func_pm_ctrl_shuffle__wifbt4us,locked,claude-3-7-sonnet-20250219,57,28,1.4854752972273344,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_invert_if__rje49zw7,success,claude-3-7-sonnet-20250219,49,24,1.8464393446710154,10
pydata__patsy.a5d16484.func_pm_remove_assign__qmtq50kq,success,claude-3-7-sonnet-20250219,51,25,1.5709505944546687,10
getnikola__nikola.0f4c230e.func_pm_remove_loop__dt3xvmca,success,claude-3-7-sonnet-20250219,83,41,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_shuffle__na03b62w,success,claude-3-7-sonnet-20250219,65,32,1.8464393446710154,10
iterative__dvc.1d6ea681.func_pm_remove_assign__f95qiajo,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
paramiko__paramiko.23f92003.func_pm_ctrl_shuffle__9rlzwxbo,success,claude-3-7-sonnet-20250219,35,17,1.9219280948873623,10
pydicom__pydicom.7d361b3d.func_pm_remove_cond__vfj0b1i2,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__oyr9qzzs,success,claude-3-7-sonnet-20250219,95,47,1.4854752972273344,10
pyupio__safety.7654596b.func_pm_remove_wrapper__0ztvvtwy,success,claude-3-7-sonnet-20250219,89,44,2.1219280948873624,10
pydicom__pydicom.7d361b3d.func_pm_op_break_chains__rbi5dn1b,success,claude-3-7-sonnet-20250219,43,21,1.5709505944546687,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__m9zsb6ap,wandering,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
pallets__jinja.ada0a9a6.func_pm_ctrl_invert_if__zwhpkn1s,success,claude-3-7-sonnet-20250219,85,42,1.3709505944546687,10
getmoto__moto.694ce1f4.func_pm_remove_cond__ne94nn43,success,claude-3-7-sonnet-20250219,73,36,2.170950594454669,10
prettytable__prettytable.ca90b055.func_pm_op_break_chains__lxs8367e,locked,claude-3-7-sonnet-20250219,109,54,2.1219280948873624,10
iterative__dvc.1d6ea681.func_pm_class_rm_funcs__rhrmpz4a,success,claude-3-7-sonnet-20250219,79,39,1.7609640474436812,10
marshmallow-code__marshmallow.9716fc62.func_pm_remove_assign__c61gigjf,success,claude-3-7-sonnet-20250219,45,22,0.7219280948873623,10
pydata__patsy.a5d16484.func_pm_ctrl_shuffle__sat9xuvf,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
pallets__click.fde47b4b.func_pm_ctrl_invert_if__axacl1oi,success,claude-3-7-sonnet-20250219,47,23,1.4854752972273344,10
pallets__click.fde47b4b.func_pm_remove_assign__t7m3xx3s,success,claude-3-7-sonnet-20250219,55,27,0.7219280948873623,10
davidhalter__parso.338a5760.func_pm_ctrl_shuffle__65sp27s9,success,claude-3-7-sonnet-20250219,133,66,1.7609640474436812,10
agronholm__typeguard.b6a7e438.func_pm_ctrl_invert_if__rsn27lmd,wandering,claude-3-7-sonnet-20250219,153,76,1.1567796494470395,10
kayak__pypika.1c9646f0.func_pm_ctrl_shuffle__obzjnpoe,wandering,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
pyupio__safety.7654596b.func_pm_remove_loop__kah0ngvn,success,claude-3-7-sonnet-20250219,127,63,2.1219280948873624,10
scanny__python-pptx.278b47b1.func_pm_remove_assign__fu39j59r,success,claude-3-7-sonnet-20250219,33,16,1.8464393446710154,10
getmoto__moto.694ce1f4.func_pm_remove_loop__o60s9elj,success,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
kayak__pypika.1c9646f0.func_pm_ctrl_invert_if__u9aocr80,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
pyupio__safety.7654596b.func_pm_ctrl_shuffle__bzdn4go0,success,claude-3-7-sonnet-20250219,23,11,2.1219280948873624,10
paramiko__paramiko.23f92003.func_pm_remove_assign__jwuptkbg,wandering,claude-3-7-sonnet-20250219,91,45,1.4854752972273344,10
pyupio__safety.7654596b.func_pm_remove_assign__eo4hvyua,success,claude-3-7-sonnet-20250219,59,29,1.9219280948873623,10
pallets__click.fde47b4b.func_pm_remove_assign__rj6n1g60,wandering,claude-3-7-sonnet-20250219,59,29,2.1219280948873624,10
encode__starlette.db5063c2.func_pm_ctrl_invert_if__aab78xdy,success,claude-3-7-sonnet-20250219,75,37,1.7609640474436812,10
chardet__chardet.9630f238.func_pm_ctrl_shuffle__1d1jf42n,success,claude-3-7-sonnet-20250219,49,24,1.7609640474436812,10
pallets__jinja.ada0a9a6.func_pm_remove_loop__8a4vcz8x,success,claude-3-7-sonnet-20250219,49,24,1.8464393446710154,10
joke2k__faker.8b401a7d.func_pm_remove_assign__e493hmxd,success,claude-3-7-sonnet-20250219,23,11,2.1219280948873624,10
pydicom__pydicom.7d361b3d.func_pm_remove_cond__u7k3vnt4,locked,claude-3-7-sonnet-20250219,47,23,1.8464393446710154,10
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__gim0l83b,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
pydicom__pydicom.7d361b3d.func_pm_remove_cond__d380algn,locked,claude-3-7-sonnet-20250219,61,30,1.8464393446710154,10
pydata__patsy.a5d16484.func_pm_remove_assign__1op1lgnm,locked,claude-3-7-sonnet-20250219,55,27,1.1567796494470395,10
pydata__patsy.a5d16484.func_pm_remove_assign__a6ccmy6b,success,claude-3-7-sonnet-20250219,55,27,1.9219280948873623,10
python-jsonschema__jsonschema.93e0caa5.func_pm_ctrl_shuffle__5qjrp9ca,success,claude-3-7-sonnet-20250219,31,15,1.9219280948873623,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_invert_if__ba3nlom5,locked,claude-3-7-sonnet-20250219,71,35,1.9219280948873623,10
tobymao__sqlglot.036601ba.func_pm_op_swap__eq5gsn70,locked,claude-3-7-sonnet-20250219,125,62,1.9609640474436814,10
paramiko__paramiko.23f92003.func_pm_remove_cond__lmckpz4b,success,claude-3-7-sonnet-20250219,71,35,1.3709505944546687,10
mozilla__bleach.73871d76.func_pm_remove_cond__4ruzjuy7,wandering,claude-3-7-sonnet-20250219,97,48,1.7609640474436812,10
arrow-py__arrow.1d70d009.func_pm_op_break_chains__j8amsc5m,success,claude-3-7-sonnet-20250219,35,17,2.1219280948873624,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_shuffle__dmjwhtzp,success,claude-3-7-sonnet-20250219,55,27,1.5219280948873621,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__yu4xsgpj,locked,claude-3-7-sonnet-20250219,131,65,2.1219280948873624,10
r1chardj0n3s__parse.30da9e4f.func_pm_ctrl_shuffle__2f1ppf2g,wandering,claude-3-7-sonnet-20250219,111,55,1.1567796494470395,10
joke2k__faker.8b401a7d.func_pm_remove_assign__49oulhfy,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
python-openxml__python-docx.0cf6d71f.func_pm_ctrl_shuffle__cty4csxk,success,claude-3-7-sonnet-20250219,59,29,1.8464393446710154,10
python-openxml__python-docx.0cf6d71f.func_pm_ctrl_shuffle__rjs57w3n,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
tox-dev__pipdeptree.c31b6418.func_pm_ctrl_shuffle__oanv63an,success,claude-3-7-sonnet-20250219,39,19,1.4854752972273344,10
marshmallow-code__marshmallow.9716fc62.func_pm_ctrl_shuffle__mpbywksz,success,claude-3-7-sonnet-20250219,37,18,1.1567796494470395,10
alecthomas__voluptuous.a7a55f83.func_pm_remove_wrapper__7xb1ff19,success,claude-3-7-sonnet-20250219,35,17,2.1219280948873624,10
conan-io__conan.86f29e13.func_pm_remove_assign__thusgia7,wandering,claude-3-7-sonnet-20250219,51,25,1.4854752972273344,10
cloudpipe__cloudpickle.6220b0ce.func_pm_ctrl_shuffle__n55uepvp,success,claude-3-7-sonnet-20250219,41,20,2.1219280948873624,10
Project-MONAI__MONAI.a09c1f08.func_pm_op_swap__ongm959w,wandering,claude-3-7-sonnet-20250219,49,24,2.170950594454669,10
paramiko__paramiko.23f92003.func_pm_remove_cond__2v231nt0,wandering,claude-3-7-sonnet-20250219,63,31,1.3709505944546687,10
marshmallow-code__webargs.dbde72fe.func_pm_remove_assign__16qkzjez,success,claude-3-7-sonnet-20250219,69,34,1.8464393446710154,10
dask__dask.5f61e423.func_pm_ctrl_shuffle__clvka34a,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_remove_wrapper__k66r0el4,wandering,claude-3-7-sonnet-20250219,39,19,1.4854752972273344,10
Project-MONAI__MONAI.a09c1f08.func_pm_op_change__18wh35yb,locked,claude-3-7-sonnet-20250219,49,24,1.7609640474436812,10
facebookresearch__fvcore.a491d5b9.func_pm_op_change__jux2ipfo,wandering,claude-3-7-sonnet-20250219,55,27,1.1567796494470395,10
pyupio__safety.7654596b.func_pm_remove_loop__j4y6r9dh,wandering,claude-3-7-sonnet-20250219,41,20,2.1219280948873624,10
encode__starlette.db5063c2.func_pm_remove_cond__1wmq9dvj,wandering,claude-3-7-sonnet-20250219,27,13,2.1219280948873624,10
marshmallow-code__webargs.dbde72fe.func_pm_ctrl_shuffle__dh1uejhp,success,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
pyupio__safety.7654596b.func_pm_remove_assign__rqaey5x6,success,claude-3-7-sonnet-20250219,59,29,1.7609640474436812,10
arrow-py__arrow.1d70d009.func_pm_op_change_const__p8z4a47d,success,claude-3-7-sonnet-20250219,69,34,1.9709505944546686,10
tobymao__sqlglot.036601ba.func_pm_remove_cond__4k2hz7nk,wandering,claude-3-7-sonnet-20250219,115,57,2.1219280948873624,10
pydicom__pydicom.7d361b3d.func_pm_remove_cond__fiww5nb5,wandering,claude-3-7-sonnet-20250219,85,42,1.4854752972273344,10
joke2k__faker.8b401a7d.func_pm_remove_cond__f33evq9f,success,claude-3-7-sonnet-20250219,65,31,1.5709505944546684,10
joke2k__faker.8b401a7d.func_pm_remove_cond__5rkerqq6,wandering,claude-3-7-sonnet-20250219,39,19,2.1219280948873624,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__cvtifmqt,success,claude-3-7-sonnet-20250219,27,13,2.1219280948873624,10
pydata__patsy.a5d16484.func_pm_op_swap__68ume2aa,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_op_change__hkr61c21,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_shuffle__fvou4qxm,success,claude-3-7-sonnet-20250219,49,24,1.7609640474436812,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__bff4spv4,success,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
getnikola__nikola.0f4c230e.func_pm_remove_wrapper__lcqvnu1q,success,claude-3-7-sonnet-20250219,57,28,1.5709505944546687,10
pydata__patsy.a5d16484.func_pm_remove_loop__gapw60s7,success,claude-3-7-sonnet-20250219,53,26,1.4854752972273344,10
pydicom__pydicom.7d361b3d.func_pm_ctrl_invert_if__p6ljpq82,success,claude-3-7-sonnet-20250219,31,15,2.170950594454669,10
pydantic__pydantic.acb0f10f.func_pm_remove_cond__dfm4nxbr,wandering,claude-3-7-sonnet-20250219,115,57,1.4854752972273344,10
madzak__python-json-logger.5f85723f.func_pm_class_rm_funcs__36m8lbhc,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
paramiko__paramiko.23f92003.func_pm_remove_loop__xsshn1b5,wandering,claude-3-7-sonnet-20250219,71,35,1.4854752972273344,10
agronholm__typeguard.b6a7e438.func_pm_remove_loop__uosegp28,success,claude-3-7-sonnet-20250219,83,41,1.3709505944546687,10
agronholm__typeguard.b6a7e438.func_pm_remove_assign__6nnd6yxs,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__hg6572rs,success,claude-3-7-sonnet-20250219,91,45,2.1219280948873624,10
sqlfluff__sqlfluff.50a1c4b6.func_pm_ctrl_shuffle__bkxehfu3,success,claude-3-7-sonnet-20250219,87,43,1.8464393446710154,10
scanny__python-pptx.278b47b1.func_pm_ctrl_invert_if__e28ym8gx,locked,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
pydicom__pydicom.7d361b3d.func_pm_remove_loop__6hf2cq12,success,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
pydantic__pydantic.acb0f10f.func_pm_ctrl_shuffle__hcan5vgk,success,claude-3-7-sonnet-20250219,69,34,2.2464393446710154,10
pallets__jinja.ada0a9a6.func_pm_ctrl_invert_if__z663osmk,success,claude-3-7-sonnet-20250219,61,30,1.5709505944546687,10
pallets__jinja.ada0a9a6.func_pm_ctrl_invert_if__yhqagww9,success,claude-3-7-sonnet-20250219,37,18,2.1219280948873624,10
scanny__python-pptx.278b47b1.func_pm_ctrl_shuffle__2cyra1n1,success,claude-3-7-sonnet-20250219,35,17,2.1219280948873624,10
iterative__dvc.1d6ea681.func_pm_class_rm_funcs__qsim6q8p,success,claude-3-7-sonnet-20250219,79,39,1.4854752972273344,10
getnikola__nikola.0f4c230e.func_pm_remove_assign__b9qib0ej,success,claude-3-7-sonnet-20250219,63,31,1.4854752972273344,10
python-jsonschema__jsonschema.93e0caa5.func_pm_ctrl_invert_if__1zkz5a09,success,claude-3-7-sonnet-20250219,39,19,1.8464393446710154,10
python-jsonschema__jsonschema.93e0caa5.func_pm_op_change__zx0hkc5d,wandering,claude-3-7-sonnet-20250219,153,76,1.3609640474436813,10
getmoto__moto.694ce1f4.func_pm_remove_assign__jkmemb9w,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
chardet__chardet.9630f238.func_pm_class_rm_funcs__njz1uzpz,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
tobymao__sqlglot.036601ba.func_pm_op_swap__d3m94p51,success,claude-3-7-sonnet-20250219,35,17,2.1219280948873624,10
pyupio__safety.7654596b.func_pm_remove_assign__c9juggi6,success,claude-3-7-sonnet-20250219,59,29,2.170950594454669,10
pyupio__safety.7654596b.func_pm_class_rm_base__s4o5c2q2,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
pydicom__pydicom.7d361b3d.func_pm_ctrl_shuffle__znp36tpa,success,claude-3-7-sonnet-20250219,33,16,2.1219280948873624,10
google__textfsm.c31b6007.func_pm_ctrl_invert_if__lzx30zhc,success,claude-3-7-sonnet-20250219,63,31,1.8464393446710154,10
pallets__click.fde47b4b.func_pm_ctrl_shuffle__8liot4eq,locked,claude-3-7-sonnet-20250219,49,24,1.7609640474436812,10
pydata__patsy.a5d16484.func_pm_op_change__gjuhj9xo,success,claude-3-7-sonnet-20250219,55,27,1.5709505944546687,10
mozilla__bleach.73871d76.func_pm_remove_assign__5htenvw4,success,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
chardet__chardet.9630f238.func_pm_remove_cond__r3189fn8,locked,claude-3-7-sonnet-20250219,79,39,1.4854752972273344,10
adrienverge__yamllint.8513d9b9.func_pm_remove_cond__b6z75osw,wandering,claude-3-7-sonnet-20250219,105,52,1.1567796494470395,10
paramiko__paramiko.23f92003.func_pm_class_rm_funcs__ldsbc87b,locked,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
chardet__chardet.9630f238.func_pm_ctrl_shuffle__i7rw7iie,locked,claude-3-7-sonnet-20250219,99,49,1.3709505944546687,10
